cik,filingDate,issuerTradingSymbol,reportingOwnerName,reportingOwnerRelationship,accessionNumber,transactionType,transactionDate,transactionCode,transactionShares,transactionPricePerShare,sharesOwnedFollowingTransaction,directOrIndirectOwnership,securityTitle,underlyingSecurityTitle,underlyingSecurityShares,exercisePrice,expirationDate
813828,2022-02-17,"PARAA,PARA",TERRELL FREDERICK,,0001225208-22-002631,derivative,2022-02-15,A,5558.0,0.0,5558.0,D,Restricted Share Units,Class B common stock,5558.0,,
813828,2022-02-17,"PARAA,PARA",GRIEGO LINDA M,,0001225208-22-002636,derivative,2022-02-15,M,3430.0,0.0,0.0,D,Restricted Share Units,Class B common stock,3430.0,,
813828,2022-02-17,"PARAA,PARA",PHILLIPS JR CHARLES E,,0001225208-22-002640,non_derivative,2022-02-15,A,262.0,0.0,78649.0,D,Class B common stock,,,,
813828,2022-02-17,"PARAA,PARA",MCHALE JUDITH,,0001225208-22-002638,derivative,2022-02-15,M,3430.0,0.0,0.0,D,Restricted Share Units,Class B common stock,3430.0,,
813828,2022-02-17,"PARAA,PARA",NELSON RONALD L,,0001225208-22-002639,non_derivative,2022-02-15,M,3430.0,0.0,32098.0,D,Class B common stock,,,,
813828,2022-02-17,"PARAA,PARA",Schuman Susan,,0001225208-22-002641,non_derivative,2022-02-15,A,394.0,0.0,14990.0,D,Class B common stock,,,,
813828,2022-02-17,"PARAA,PARA",Schuman Susan,,0001225208-22-002641,derivative,2022-02-15,M,3430.0,0.0,0.0,D,Restricted Share Units,Class B common stock,3430.0,,
813828,2022-02-17,"PARAA,PARA",GRIEGO LINDA M,,0001225208-22-002636,non_derivative,2022-02-15,A,135.0,0.0,43756.0,D,Class B common stock,,,,
813828,2022-02-17,"PARAA,PARA",PHILLIPS JR CHARLES E,,0001225208-22-002640,derivative,2022-02-15,M,3430.0,0.0,0.0,D,Restricted Share Units,Class B common stock,3430.0,,
813828,2022-02-17,"PARAA,PARA",NELSON RONALD L,,0001225208-22-002639,non_derivative,2022-02-15,A,92.0,0.0,32190.0,D,Class B common stock,,,,
813828,2022-02-17,"PARAA,PARA",PHILLIPS JR CHARLES E,,0001225208-22-002640,non_derivative,2022-02-15,M,3430.0,0.0,78387.0,D,Class B common stock,,,,
813828,2022-02-17,"PARAA,PARA",PHILLIPS JR CHARLES E,,0001225208-22-002640,derivative,2022-02-15,A,5558.0,0.0,5558.0,D,Restricted Share Units,Class B common stock,5558.0,,
813828,2022-02-17,"PARAA,PARA",Schuman Susan,,0001225208-22-002641,derivative,2022-02-15,A,5558.0,0.0,5558.0,D,Restricted Share Units,Class B common stock,5558.0,,
813828,2022-02-17,"PARAA,PARA",MCHALE JUDITH,,0001225208-22-002638,non_derivative,2022-02-15,A,262.0,0.0,23231.0,D,Class B common stock,,,,
813828,2022-02-17,"PARAA,PARA",Klieger Robert N.,,0001225208-22-002637,derivative,2022-02-15,M,3430.0,0.0,0.0,D,Restricted Share Units,Class B common stock,3430.0,,
813828,2022-02-17,"PARAA,PARA",Klieger Robert N.,,0001225208-22-002637,non_derivative,2022-02-15,A,504.0,0.0,19209.0,D,Class B common stock,,,,
813828,2022-02-17,"PARAA,PARA",Klieger Robert N.,,0001225208-22-002637,non_derivative,2022-02-15,M,3430.0,0.0,18705.0,D,Class B common stock,,,,
813828,2022-02-17,"PARAA,PARA",MCHALE JUDITH,,0001225208-22-002638,derivative,2022-02-15,A,5558.0,0.0,5558.0,D,Restricted Share Units,Class B common stock,5558.0,,
813828,2022-02-17,"PARAA,PARA",GRIEGO LINDA M,,0001225208-22-002636,non_derivative,2022-02-15,M,3430.0,0.0,43621.0,D,Class B common stock,,,,
813828,2022-02-17,"PARAA,PARA",Klieger Robert N.,,0001225208-22-002637,derivative,2022-02-15,A,5558.0,0.0,5558.0,D,Restricted Share Units,Class B common stock,5558.0,,
813828,2022-02-17,"PARAA,PARA",MCHALE JUDITH,,0001225208-22-002638,non_derivative,2022-02-15,M,3430.0,0.0,22969.0,D,Class B common stock,,,,
813828,2022-02-17,"PARAA,PARA",NELSON RONALD L,,0001225208-22-002639,derivative,2022-02-15,A,5558.0,0.0,5558.0,D,Restricted Share Units,Class B common stock,5558.0,,
813828,2022-02-17,"PARAA,PARA",NELSON RONALD L,,0001225208-22-002639,derivative,2022-02-15,M,3430.0,0.0,0.0,D,Restricted Share Units,Class B common stock,3430.0,,
813828,2022-02-17,"PARAA,PARA",Schuman Susan,,0001225208-22-002641,non_derivative,2022-02-15,M,3430.0,0.0,14596.0,D,Class B common stock,,,,
813828,2022-02-18,"PARAA,PARA",REDSTONE SHARI,,0001225208-22-002800,non_derivative,2022-02-18,P,54658.0,28.1773,264005.0,D,Class B common stock,,,,
813828,2022-02-23,"PARAA,PARA",Jones Richard M,,0001225208-22-003119,derivative,2022-02-21,M,3682.0,0.0,3682.0,D,Restricted Share Units,Class B common stock,3682.0,,
813828,2022-02-23,"PARAA,PARA",Jones Richard M,,0001225208-22-003119,non_derivative,2022-02-21,M,3682.0,0.0,7971.0,D,Class B common stock,,,,
813828,2022-02-23,"PARAA,PARA",Jones Richard M,,0001225208-22-003119,non_derivative,2022-02-21,F,1414.0,28.38,6557.0,D,Class B common stock,,,,
813828,2022-02-23,"PARAA,PARA",Jones Richard M,,0001225208-22-003119,non_derivative,2022-02-22,M,2033.0,0.0,8590.0,D,Class B common stock,,,,
813828,2022-02-23,"PARAA,PARA",Jones Richard M,,0001225208-22-003119,non_derivative,2022-02-22,F,734.0,27.85,7856.0,D,Class B common stock,,,,
813828,2022-02-23,"PARAA,PARA",Jones Richard M,,0001225208-22-003119,derivative,2022-02-22,M,2033.0,0.0,0.0,D,Restricted Share Units,Class B common stock,2033.0,,
813828,2022-03-03,"PARAA,PARA",Dalimonte Christa A,,0001225208-22-004160,derivative,2022-03-01,A,54402.0,0.0,54402.0,D,Restricted Share Units,Class B common stock,54402.0,,
813828,2022-03-03,"PARAA,PARA",Bakish Robert M,,0001225208-22-004158,derivative,2022-03-01,A,247985.0,0.0,247985.0,D,Restricted Share Units,Class B common stock,247985.0,,
813828,2022-03-03,"PARAA,PARA",CHOPRA NAVEEN K.,,0001225208-22-004159,derivative,2022-03-01,A,60446.0,0.0,60446.0,D,Restricted Share Units,Class B common stock,60446.0,,
813828,2022-03-03,"PARAA,PARA",Gill Charest Katherine,,0001225208-22-004161,derivative,2022-03-01,A,17529.0,0.0,17529.0,D,Restricted Share Units,Class B common stock,17529.0,,
813828,2022-03-03,"PARAA,PARA",Phelps Julia,,0001225208-22-004164,derivative,2022-03-01,A,16119.0,0.0,16119.0,D,Restricted Share Units,Class B common stock,16119.0,,
813828,2022-03-03,"PARAA,PARA",Jones Richard M,,0001225208-22-004162,derivative,2022-03-01,A,20149.0,0.0,20149.0,D,Restricted Share Units,Class B common stock,20149.0,,
813828,2022-03-03,"PARAA,PARA",Phillips Nancy R,,0001225208-22-004165,derivative,2022-03-01,A,24179.0,0.0,24179.0,D,Restricted Share Units,Class B common stock,24179.0,,
813828,2022-03-03,"PARAA,PARA",Lea DeDe,,0001225208-22-004163,derivative,2022-03-01,A,15112.0,0.0,15112.0,D,Restricted Share Units,Class B common stock,15112.0,,
813828,2022-04-05,"PARAA,PARA",Beinecke Candace K,,0001225208-22-005608,derivative,2022-04-01,A,412.0,37.4,8724.0,D,Phantom Class B Common Stock Units,Class B common stock,412.0,,
813828,2022-04-05,"PARAA,PARA",Klieger Robert N.,,0001225208-22-005610,derivative,2022-04-01,A,374.0,37.4,6764.0,D,Phantom Class B Common Stock Units,Class B common stock,374.0,,
813828,2022-04-05,"PARAA,PARA",NELSON RONALD L,,0001225208-22-005613,non_derivative,2022-04-01,A,37.0,0.0,32227.0,D,Class B common stock,,,,
813828,2022-04-05,"PARAA,PARA",MCHALE JUDITH,,0001225208-22-005612,derivative,2022-04-01,A,19.0,37.4,3231.0,D,Phantom Class B Common Stock Units,Class B common stock,19.0,,
813828,2022-04-05,"PARAA,PARA",MCHALE JUDITH,,0001225208-22-005612,derivative,2022-04-01,A,18.0,40.26,2796.0,D,Phantom Class A Common Stock Units,Class A common stock,18.0,,
813828,2022-04-05,"PARAA,PARA",Klieger Robert N.,,0001225208-22-005610,derivative,2022-04-01,A,347.0,40.26,6268.0,D,Phantom Class A Common Stock Units,Class A common stock,347.0,,
813828,2022-04-05,"PARAA,PARA",PHILLIPS JR CHARLES E,,0001225208-22-005615,derivative,2022-04-01,A,364.0,37.4,778.0,D,Phantom Class B Common Stock Units,Class B common stock,364.0,,
813828,2022-04-05,"PARAA,PARA",Beinecke Candace K,,0001225208-22-005608,derivative,2022-04-01,A,383.0,40.26,8046.0,D,Phantom Class A Common Stock Units,Class A common stock,383.0,,
813828,2022-04-05,"PARAA,PARA",TERRELL FREDERICK,,0001225208-22-005618,derivative,2022-04-01,A,34.0,40.26,5393.0,D,Phantom Class A Common Stock Units,Class A common stock,34.0,,
813828,2022-04-05,"PARAA,PARA",REDSTONE SHARI,,0001225208-22-005616,derivative,2022-04-01,A,1203.0,37.4,33021.0,D,Phantom Class B Common Stock Units,Class B common stock,1203.0,,
813828,2022-04-05,"PARAA,PARA",REDSTONE SHARI,,0001225208-22-005616,derivative,2022-04-01,A,1117.0,40.26,31284.0,D,Phantom Class A Common Stock Units,Class A common stock,1117.0,,
813828,2022-04-05,"PARAA,PARA",PHILLIPS JR CHARLES E,,0001225208-22-005615,derivative,2022-04-01,A,338.0,40.26,712.0,D,Phantom Class A Common Stock Units,Class A common stock,338.0,,
813828,2022-04-05,"PARAA,PARA",REDSTONE SHARI,,0001225208-22-005616,non_derivative,2022-04-01,A,1055.0,0.0,360163.0,D,Class B common stock,,,,
813828,2022-04-05,"PARAA,PARA",PHILLIPS JR CHARLES E,,0001225208-22-005615,non_derivative,2022-04-01,A,644.0,0.0,79293.0,D,Class B common stock,,,,
813828,2022-04-05,"PARAA,PARA",TERRELL FREDERICK,,0001225208-22-005618,derivative,2022-04-01,A,36.0,37.4,5926.0,D,Phantom Class B Common Stock Units,Class B common stock,36.0,,
813828,2022-04-05,"PARAA,PARA",Seligman Nicole,,0001225208-22-005617,non_derivative,2022-04-01,A,133.0,0.0,23914.0,D,Class B common stock,,,,
813828,2022-05-18,PARA,NATIONAL AMUSEMENTS INC /MD/,,0001387131-22-006265,non_derivative,2022-05-17,P,646764.0,32.3692,32012190.0,I,Paramount Global Class B common stock,,,,
813828,2022-07-06,"PARAA,PARA",Klieger Robert N.,,0001225208-22-008666,derivative,2022-07-01,A,503.0,27.84,6771.0,D,Phantom Class A Common Stock Units,Class A common stock,503.0,,
813828,2022-07-06,"PARAA,PARA",PHILLIPS JR CHARLES E,,0001225208-22-008668,non_derivative,2022-07-01,A,484.0,0.0,79777.0,D,Class B common stock,,,,
813828,2022-07-06,"PARAA,PARA",PHILLIPS JR CHARLES E,,0001225208-22-008668,derivative,2022-07-01,A,579.0,25.21,1357.0,D,Phantom Class B Common Stock Units,Class B common stock,579.0,,
813828,2022-07-06,"PARAA,PARA",Beinecke Candace K,,0001225208-22-008665,derivative,2022-07-01,A,653.0,25.21,9377.0,D,Phantom Class B Common Stock Units,Class B common stock,653.0,,
813828,2022-07-06,"PARAA,PARA",Beinecke Candace K,,0001225208-22-008665,derivative,2022-07-01,A,591.0,27.84,8637.0,D,Phantom Class A Common Stock Units,Class A common stock,591.0,,
813828,2022-07-06,"PARAA,PARA",PHILLIPS JR CHARLES E,,0001225208-22-008668,derivative,2022-07-01,A,524.0,27.84,1236.0,D,Phantom Class A Common Stock Units,Class A common stock,524.0,,
813828,2022-07-06,"PARAA,PARA",Klieger Robert N.,,0001225208-22-008666,derivative,2022-07-01,A,555.0,25.21,7319.0,D,Phantom Class B Common Stock Units,Class B common stock,555.0,,
813828,2022-07-06,"PARAA,PARA",REDSTONE SHARI,,0001225208-22-008670,derivative,2022-07-01,A,1786.0,25.21,34807.0,D,Phantom Class B Common Stock Units,Class B common stock,1786.0,,
813828,2022-07-06,"PARAA,PARA",TERRELL FREDERICK,,0001225208-22-008671,derivative,2022-07-01,A,54.0,25.21,5980.0,D,Phantom Class B Common Stock Units,Class B common stock,54.0,,
813828,2022-07-06,"PARAA,PARA",TERRELL FREDERICK,,0001225208-22-008671,derivative,2022-07-01,A,49.0,27.84,5442.0,D,Phantom Class A Common Stock Units,Class A common stock,49.0,,
813828,2022-07-06,"PARAA,PARA",Seligman Nicole,,0001225208-22-008672,non_derivative,2022-07-01,A,99.0,0.0,24013.0,D,Class B common stock,,,,
813828,2022-07-06,"PARAA,PARA",NELSON RONALD L,,0001225208-22-008669,non_derivative,2022-07-01,A,27.0,0.0,32342.0,D,Class B common stock,,,,
813828,2022-07-06,"PARAA,PARA",REDSTONE SHARI,,0001225208-22-008670,derivative,2022-07-01,A,1617.0,27.84,32901.0,D,Phantom Class A Common Stock Units,Class A common stock,1617.0,,
813828,2022-07-06,"PARAA,PARA",REDSTONE SHARI,,0001225208-22-008670,non_derivative,2022-07-01,A,793.0,0.0,361085.0,D,Class B common stock,,,,
813828,2022-08-25,"PARAA,PARA",CHOPRA NAVEEN K.,,0001225208-22-009800,non_derivative,2022-08-24,M,67837.0,0.0,113004.0,D,Class B common stock,,,,
813828,2022-08-25,"PARAA,PARA",CHOPRA NAVEEN K.,,0001225208-22-009800,non_derivative,2022-08-24,F,34632.0,25.01,78372.0,D,Class B common stock,,,,
813828,2022-08-25,"PARAA,PARA",CHOPRA NAVEEN K.,,0001225208-22-009800,derivative,2022-08-24,M,67837.0,0.0,135673.0,D,Restricted Share Units,Class B common stock,67837.0,,
813828,2022-10-04,"PARAA,PARA",REDSTONE SHARI,,0001225208-22-010767,derivative,2022-10-01,A,2103.0,21.54,35004.0,D,Phantom Class A Common Stock Units,Class A common stock,2103.0,,
813828,2022-10-04,"PARAA,PARA",TERRELL FREDERICK,,0001225208-22-010764,derivative,2022-10-01,A,73.0,19.04,6053.0,D,Phantom Class B Common Stock Units,Class B common stock,73.0,,
813828,2022-10-04,"PARAA,PARA",MCHALE JUDITH,,0001225208-22-010763,derivative,2022-10-01,A,34.0,21.54,2857.0,D,Phantom Class A Common Stock Units,Class A common stock,34.0,,
813828,2022-10-04,"PARAA,PARA",Beinecke Candace K,,0001225208-22-010761,derivative,2022-10-01,A,817.0,19.04,10194.0,D,Phantom Class B Common Stock Units,Class B common stock,817.0,,
813828,2022-10-04,"PARAA,PARA",TERRELL FREDERICK,,0001225208-22-010764,derivative,2022-10-01,A,64.0,21.54,5506.0,D,Phantom Class A Common Stock Units,Class A common stock,64.0,,
813828,2022-10-04,"PARAA,PARA",MCHALE JUDITH,,0001225208-22-010763,derivative,2022-10-01,A,39.0,19.04,3299.0,D,Phantom Class B Common Stock Units,Class B common stock,39.0,,
813828,2022-10-04,"PARAA,PARA",PHILLIPS JR CHARLES E,,0001225208-22-010765,derivative,2022-10-01,A,772.0,19.04,2129.0,D,Phantom Class B Common Stock Units,Class B common stock,772.0,,
813828,2022-10-04,"PARAA,PARA",Beinecke Candace K,,0001225208-22-010761,derivative,2022-10-01,A,723.0,21.54,9360.0,D,Phantom Class A Common Stock Units,Class A common stock,723.0,,
813828,2022-10-04,"PARAA,PARA",Klieger Robert N.,,0001225208-22-010762,derivative,2022-10-01,A,740.0,19.04,8059.0,D,Phantom Class B Common Stock Units,Class B common stock,740.0,,
813828,2022-10-04,"PARAA,PARA",REDSTONE SHARI,,0001225208-22-010767,derivative,2022-10-01,A,2379.0,19.04,37186.0,D,Phantom Class B Common Stock Units,Class B common stock,2379.0,,
813828,2022-10-04,"PARAA,PARA",PHILLIPS JR CHARLES E,,0001225208-22-010765,derivative,2022-10-01,A,683.0,21.54,1919.0,D,Phantom Class A Common Stock Units,Class A common stock,683.0,,
813828,2022-10-04,"PARAA,PARA",Klieger Robert N.,,0001225208-22-010762,derivative,2022-10-01,A,654.0,21.54,7425.0,D,Phantom Class A Common Stock Units,Class A common stock,654.0,,
813828,2022-11-03,"PARAA,PARA",Phelps Julia,,0001225208-22-011352,derivative,2022-11-01,M,5932.0,0.0,5931.0,D,Restricted Share Units,Class B common stock,5932.0,,
813828,2022-11-03,"PARAA,PARA",Lea DeDe,,0001225208-22-011351,non_derivative,2022-11-01,F,3070.0,19.17,39264.0,D,Class B common stock,,,,
813828,2022-11-03,"PARAA,PARA",Gill Charest Katherine,,0001225208-22-011350,non_derivative,2022-11-01,M,3390.0,0.0,22193.0,D,Class B common stock,,,,
813828,2022-11-03,"PARAA,PARA",Gill Charest Katherine,,0001225208-22-011350,non_derivative,2022-11-01,F,1223.0,19.17,20970.0,D,Class B common stock,,,,
813828,2022-11-03,"PARAA,PARA",Lea DeDe,,0001225208-22-011351,derivative,2022-11-01,M,6355.0,0.0,6355.0,D,Restricted Share Units,Class B common stock,6355.0,,
813828,2022-11-03,"PARAA,PARA",Dalimonte Christa A,,0001225208-22-011349,non_derivative,2022-11-01,M,18535.0,0.0,67888.0,D,Class B common stock,,,,
813828,2022-11-03,"PARAA,PARA",Phelps Julia,,0001225208-22-011352,non_derivative,2022-11-01,F,2550.0,19.17,20693.0,D,Class B common stock,,,,
813828,2022-11-03,"PARAA,PARA",Dalimonte Christa A,,0001225208-22-011349,non_derivative,2022-11-01,F,10251.0,19.17,57637.0,D,Class B common stock,,,,
813828,2022-11-03,"PARAA,PARA",Phelps Julia,,0001225208-22-011352,non_derivative,2022-11-01,M,5932.0,0.0,23243.0,D,Class B common stock,,,,
813828,2022-11-03,"PARAA,PARA",Bakish Robert M,,0001225208-22-011353,derivative,2022-11-01,M,135572.0,0.0,135572.0,D,Restricted Share Units,Class B common stock,135572.0,,
813828,2022-11-03,"PARAA,PARA",Bakish Robert M,,0001225208-22-011353,non_derivative,2022-11-01,F,69210.0,19.17,571169.0,D,Class B common stock,,,,
813828,2022-11-03,"PARAA,PARA",Bakish Robert M,,0001225208-22-011353,non_derivative,2022-11-01,M,135572.0,0.0,640379.0,D,Class B common stock,,,,
813828,2022-11-03,"PARAA,PARA",Lea DeDe,,0001225208-22-011351,non_derivative,2022-11-01,M,6355.0,0.0,42334.0,D,Class B common stock,,,,
813828,2022-11-03,"PARAA,PARA",Gill Charest Katherine,,0001225208-22-011350,derivative,2022-11-01,M,3390.0,0.0,3389.0,D,Restricted Share Units,Class B common stock,3390.0,,
813828,2022-11-03,"PARAA,PARA",Dalimonte Christa A,,0001225208-22-011349,derivative,2022-11-01,M,18535.0,0.0,18535.0,D,Restricted Share Units,Class B common stock,18535.0,,
813828,2022-12-02,"PARAA,PARA",Gill Charest Katherine,,0001225208-22-012186,non_derivative,2022-11-30,F,1281.0,20.08,23240.0,D,Class B common stock,,,,
813828,2022-12-02,"PARAA,PARA",Gill Charest Katherine,,0001225208-22-012186,non_derivative,2022-11-30,M,2391.0,0.0,23361.0,D,Class B common stock,,,,
813828,2022-12-02,"PARAA,PARA",Bakish Robert M,,0001225208-22-012184,derivative,2022-11-30,M,85034.0,,170068.0,D,Restricted Share Units,Class B common stock,85034.0,,
813828,2022-12-02,"PARAA,PARA",Bakish Robert M,,0001225208-22-012184,non_derivative,2022-11-30,F,43410.0,20.08,612793.0,D,Class B common stock,,,,
813828,2022-12-02,"PARAA,PARA",Bakish Robert M,,0001225208-22-012184,non_derivative,2022-11-30,M,85034.0,0.0,656203.0,D,Class B common stock,,,,
813828,2022-12-02,"PARAA,PARA",Dalimonte Christa A,,0001225208-22-012185,non_derivative,2022-11-30,F,7459.0,20.08,63663.0,D,Class B common stock,,,,
813828,2022-12-02,"PARAA,PARA",Dalimonte Christa A,,0001225208-22-012185,non_derivative,2022-11-30,M,11626.0,0.0,69263.0,D,Class B common stock,,,,
813828,2022-12-02,"PARAA,PARA",Gill Charest Katherine,,0001225208-22-012186,derivative,2022-11-30,M,1160.0,,0.0,D,Restricted Share Units,Class B common stock,1160.0,,
813828,2022-12-02,"PARAA,PARA",Dalimonte Christa A,,0001225208-22-012185,derivative,2022-11-30,M,1859.0,,0.0,D,Restricted Share Units,Class B common stock,1859.0,,
813828,2022-12-02,"PARAA,PARA",Phillips Nancy R,,0001225208-22-012195,derivative,2022-11-30,M,5315.0,,10629.0,D,Restricted Share Units,Class B common stock,5315.0,,
813828,2022-12-02,"PARAA,PARA",Lea DeDe,,0001225208-22-012190,derivative,2022-11-30,M,1183.0,,0.0,D,Restricted Share Units,Class B common stock,1183.0,,
813828,2022-12-02,"PARAA,PARA",Phelps Julia,,0001225208-22-012194,non_derivative,2022-11-30,F,2526.0,20.08,22733.0,D,Class B common stock,,,,
813828,2022-12-02,"PARAA,PARA",Lea DeDe,,0001225208-22-012190,non_derivative,2022-11-30,F,2498.0,20.08,41935.0,D,Class B common stock,,,,
813828,2022-12-02,"PARAA,PARA",Phelps Julia,,0001225208-22-012194,non_derivative,2022-11-30,M,3721.0,0.0,24414.0,D,Class B common stock,,,,
813828,2022-12-02,"PARAA,PARA",Phillips Nancy R,,0001225208-22-012195,non_derivative,2022-11-30,F,2696.0,20.08,27486.0,D,Class B common stock,,,,
813828,2022-12-02,"PARAA,PARA",Phillips Nancy R,,0001225208-22-012195,non_derivative,2022-11-30,M,5315.0,0.0,30182.0,D,Class B common stock,,,,
813828,2022-12-02,"PARAA,PARA",Lea DeDe,,0001225208-22-012190,non_derivative,2022-11-30,M,3986.0,0.0,43250.0,D,Class B common stock,,,,
813828,2022-12-02,"PARAA,PARA",Phelps Julia,,0001225208-22-012194,derivative,2022-11-30,M,845.0,,0.0,D,Restricted Share Units,Class B common stock,845.0,,
813828,2022-12-06,"PARAA,PARA",Bakish Robert M,,0001225208-22-012368,derivative,2022-12-04,M,30592.0,,30592.0,D,Restricted Share Units,Class B common stock,30592.0,,
813828,2022-12-06,"PARAA,PARA",Bakish Robert M,,0001225208-22-012368,non_derivative,2022-12-04,M,30592.0,0.0,643385.0,D,Class B common stock,,,,
813828,2022-12-06,"PARAA,PARA",Bakish Robert M,,0001225208-22-012368,non_derivative,2022-12-04,F,15618.0,20.38,627767.0,D,Class B common stock,,,,
813828,2022-12-20,"PARAA,PARA",Phillips Nancy R,,0001225208-22-012927,non_derivative,2022-12-16,M,18868.0,0.0,46354.0,D,Class B common stock,,,,
813828,2022-12-20,"PARAA,PARA",Phillips Nancy R,,0001225208-22-012927,non_derivative,2022-12-16,F,9633.0,17.31,36721.0,D,Class B common stock,,,,
813828,2022-12-20,"PARAA,PARA",Phillips Nancy R,,0001225208-22-012927,derivative,2022-12-16,M,18868.0,,18867.0,D,Restricted Share Units,Class B common stock,18868.0,,
813828,2023-01-04,"PARAA,PARA",MCHALE JUDITH,,0001225208-23-000247,derivative,2023-01-01,A,44.0,16.88,3343.0,D,Phantom Class B Common Stock Units,Class B common stock,44.0,,
813828,2023-01-04,"PARAA,PARA",PHILLIPS JR CHARLES E,,0001225208-23-000249,derivative,2023-01-01,A,829.0,16.88,2958.0,D,Phantom Class B Common Stock Units,Class B common stock,829.0,,
813828,2023-01-04,"PARAA,PARA",NELSON RONALD L,,0001225208-23-000248,non_derivative,2023-01-01,A,43.0,0.0,32692.0,D,Class B common stock,,,,
813828,2023-01-04,"PARAA,PARA",Beinecke Candace K,,0001225208-23-000245,derivative,2023-01-01,A,810.0,19.61,10170.0,D,Phantom Class A Common Stock Units,Class A common stock,810.0,,
813828,2023-01-04,"PARAA,PARA",Beinecke Candace K,,0001225208-23-000245,derivative,2023-01-01,A,941.0,16.88,11135.0,D,Phantom Class B Common Stock Units,Class B common stock,941.0,,
813828,2023-01-04,"PARAA,PARA",Klieger Robert N.,,0001225208-23-000246,derivative,2023-01-01,A,853.0,16.88,8912.0,D,Phantom Class B Common Stock Units,Class B common stock,853.0,,
813828,2023-01-04,"PARAA,PARA",MCHALE JUDITH,,0001225208-23-000247,derivative,2023-01-01,A,38.0,19.61,2895.0,D,Phantom Class A Common Stock Units,Class A common stock,38.0,,
813828,2023-01-04,"PARAA,PARA",Klieger Robert N.,,0001225208-23-000246,derivative,2023-01-01,A,734.0,19.61,8159.0,D,Phantom Class A Common Stock Units,Class A common stock,734.0,,
813828,2023-01-04,"PARAA,PARA",TERRELL FREDERICK,,0001225208-23-000252,derivative,2023-01-01,A,83.0,16.88,6136.0,D,Phantom Class B Common Stock Units,Class B common stock,83.0,,
813828,2023-01-04,"PARAA,PARA",REDSTONE SHARI,,0001225208-23-000250,derivative,2023-01-01,A,2361.0,19.61,37365.0,D,Phantom Class A Common Stock Units,Class A common stock,2361.0,,
813828,2023-01-04,"PARAA,PARA",REDSTONE SHARI,,0001225208-23-000250,non_derivative,2023-01-01,A,1195.0,0.0,379732.0,D,Class B common stock,,,,
813828,2023-01-04,"PARAA,PARA",Seligman Nicole,,0001225208-23-000251,non_derivative,2023-01-01,A,150.0,0.0,24163.0,D,Class B common stock,,,,
813828,2023-01-04,"PARAA,PARA",TERRELL FREDERICK,,0001225208-23-000252,derivative,2023-01-01,A,72.0,19.61,5578.0,D,Phantom Class A Common Stock Units,Class A common stock,72.0,,
813828,2023-01-04,"PARAA,PARA",PHILLIPS JR CHARLES E,,0001225208-23-000249,derivative,2023-01-01,A,714.0,19.61,2633.0,D,Phantom Class A Common Stock Units,Class A common stock,714.0,,
813828,2023-01-04,"PARAA,PARA",PHILLIPS JR CHARLES E,,0001225208-23-000249,non_derivative,2023-01-01,A,730.0,0.0,80507.0,D,Class B common stock,,,,
813828,2023-01-04,"PARAA,PARA",REDSTONE SHARI,,0001225208-23-000250,derivative,2023-01-01,A,2743.0,16.88,39929.0,D,Phantom Class B Common Stock Units,Class B common stock,2743.0,,
813828,2023-02-02,"PARAA,PARA",REDSTONE SHARI,,0001225208-23-001199,non_derivative,2023-01-31,A,877.0,0.0,380892.0,D,Class B common stock,,,,
813828,2023-02-02,"PARAA,PARA",REDSTONE SHARI,,0001225208-23-001199,non_derivative,2023-02-01,A,274.0,0.0,381166.0,D,Class B common stock,,,,
813828,2023-02-17,"PARAA,PARA",TERRELL FREDERICK,,0001225208-23-002264,non_derivative,2023-02-15,M,5558.0,0.0,19652.0,D,Class B common stock,,,,
813828,2023-02-17,"PARAA,PARA",TERRELL FREDERICK,,0001225208-23-002264,non_derivative,2023-02-15,A,771.0,0.0,20423.0,D,Class B common stock,,,,
813828,2023-02-17,"PARAA,PARA",TERRELL FREDERICK,,0001225208-23-002264,derivative,2023-02-15,M,5558.0,0.0,0.0,D,Restricted Share Units,Class B common stock,5558.0,,
813828,2023-02-17,"PARAA,PARA",Seligman Nicole,,0001225208-23-002259,non_derivative,2023-02-15,M,5558.0,0.0,29721.0,D,Class B common stock,,,,
813828,2023-02-17,"PARAA,PARA",Seligman Nicole,,0001225208-23-002259,non_derivative,2023-02-15,A,610.0,0.0,30331.0,D,Class B common stock,,,,
813828,2023-02-17,"PARAA,PARA",Seligman Nicole,,0001225208-23-002259,derivative,2023-02-15,M,5558.0,0.0,0.0,D,Restricted Share Units,Class B common stock,5558.0,,
813828,2023-02-17,"PARAA,PARA",Klieger Robert N.,,0001225208-23-002261,derivative,2023-02-15,M,5558.0,0.0,0.0,D,Restricted Share Units,Class B common stock,5558.0,,
813828,2023-02-17,"PARAA,PARA",Byrne Barbara M,,0001225208-23-002258,non_derivative,2023-02-15,A,218.0,0.0,29724.0,D,Class B common stock,,,,
813828,2023-02-17,"PARAA,PARA",PHILLIPS JR CHARLES E,,0001225208-23-002263,derivative,2023-02-15,M,5558.0,0.0,0.0,D,Restricted Share Units,Class B common stock,5558.0,,
813828,2023-02-17,"PARAA,PARA",Beinecke Candace K,,0001225208-23-002260,non_derivative,2023-02-15,A,807.0,0.0,21355.0,D,Class B common stock,,,,
813828,2023-02-17,"PARAA,PARA",Byrne Barbara M,,0001225208-23-002258,derivative,2023-02-15,M,5558.0,0.0,0.0,D,Restricted Share Units,Class B common stock,5558.0,,
