timestamp,symbol,company,subject,details,date,attachment,hash
2025-12-22T22:00:40.479595,INDSWFTLAB,,,Disclosure under SEBI Takeover Regulations,," Rishav Mehta has submitted to the Exchange a copy of Disclosures under Regulation 10(6)-Report to stock Exchange in respect of any acquisition made in reliance upon exemption provided for in regulation 10 of SEBI (SAST) Regulations, 2011",799c7e24aaae03288a2afad6b766d8ec51debabecddd374ead21af95606c5a34
2025-12-22T22:00:40.479595,SEQUENT,,,Disclosure under SEBI Takeover Regulations,,"CA Hull Investments has submitted to the Exchange a copy of Disclosures under Regulation 10(6)-Report to stock Exchange in respect of any acquisition made in reliance upon exemption provided for in regulation 10 of SEBI (SAST) Regulations, 2011.",22249e1c04b25fe18bccfd5a1717cd9e16dd8233c791dfe5aefacfa87b1388e3
2025-12-22T22:00:40.479595,MARICO,,,Acquisition,,"Please find attached intimation under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015.",cbd72cf11c6e898e0a37f46383765bb9d3c28245e5885d930e16eb211b8da7b6
2025-12-22T22:00:40.484138,UFBL,,,Acquisition,,United Foodbrands Limited has informed the Exchange about Acquisition of Shares of Limited Liability Companies in the Kingdom of Thailand,086a6e98352060ae28cacfc35594a726a3a9e50957d0e94a148f807679294765
2025-12-22T22:00:40.484138,GPIL,,,Acquisition,,"Godawari Power And Ispat limited has informed the Exchange about Acquisition of 7,39,50,000 Preference Shares of Godawari New Energy Private Limited by way of Rights Basis.",ced2c716eba26b1dfe105f1b0f6e10885802765fb650ca3be9f37fce954adc00
2025-12-22T22:00:40.484138,PARKHOTELS,,,Acquisition,,Apeejay Surrendra Park Hotels Limited has informed the Exchange about Acquisition,d0c4c7c15a993af97665d773ad0e05d43aaebf832c47d6b17dc6818d3c564cea
2025-12-22T22:00:40.484138,STEELXIND,,,Disclosure under SEBI Takeover Regulations,," Umashiv Garments Private Limited has submitted to  the Exchange a copy of Disclosure under Regulation 31(1) and 31(2) of SEBI (SAST) Regulations, 2011>",a8a38c268727c2a0a850f0b7640a0fec0953c61e3ba9547a0bc9b6c14851cc28
2025-12-22T22:00:40.484138,PROTEAN,,,Acquisition,,Protean eGov Technologies Limited has informed the Exchange about Acquisition of stake in NSDL Payments Bank Limited,d86abb5ba11c045d73a74713a9c673b66969cf09d16f5628dbbcccb93debdd34
2025-12-22T22:00:40.484138,SAGCEM,,,Disclosure under SEBI Takeover Regulations,,"Sagar Cements Limited has submitted to  the Exchange a copy of Disclosure under  Regulation 31(1) of SEBI (Substantial Acquisition of shares takeovers) Regulations, 2011.",c2f5962f95966d87e8d0bf92bec06d2350bf13887b71abfc2b96e6309cddb69d
2025-12-22T22:00:40.484138,MUKKA,,,Acquisition,,"Mukka Proteins Limited has informed the Exchange about the incorporation of an LLP under the name and style of ""MPL HRC Ecosolutions LLP"".",e56a5c9b87a0b3ff88594c68368653311026a55382b830725eb408f92abb1a48
2025-12-22T22:00:40.484138,GMMPFAUDLR,,,Sale or disposal,,GMM Pfaudler Limited has informed the Exchange about execution of Agreement to Sell-Hyderabad property,21ce12cea0985a65c93c40611ce15911a770b3f94ea9cda8f448508d4b8fc674
2025-12-22T22:00:40.484138,SAREGAMA,,,Acquisition,,Saregama India Limited has informed the Exchange regarding Acquisition of Bhansali Productions Private Limited by the Company.,fe4a6953b15786cdef77ce27c4488f1ee17fdddc2f1b243798f7bc675b8a7c9a
2025-12-22T22:00:40.484138,MIDWESTLTD,,,Disclosure under SEBI Takeover Regulations,," Kollareddy  Ranganayakamma has Submitted to the Exchange a copy of Disclosure under Regulation 10 (5) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",07edec320255760c727da193f7dc981823c6fd6d5bff13c2dcc7ed1003becdd8
2025-12-22T22:00:40.484138,REDTAPE,,,Disclosure under SEBI Takeover Regulations,," Rashid Ahmed Mirza has Submitted to the Exchange a copy of Disclosure under Regulation 10 (5) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",f7c79aa781ea9a0e34172fde391818c98dacd59d8316c95fe1c1e352a8b71446
2025-12-22T22:00:40.484138,ZUARI,,,Disclosure under SEBI Takeover Regulations,,"Jyotsna Poddar has Submitted to the Exchange a copy of Disclosure under Regulation 10 (5) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",20c88712e7cc7164b3d3fd4f136872d800f092c12771a217765dbe03835e831a
2025-12-22T22:00:40.484138,TEXRAIL,,,Disclosure under SEBI Takeover Regulations,,"Jyotsna Poddar has Submitted to the Exchange a copy of Disclosure under Regulation 10 (5) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",86505f3e4aa5518c56997651f134fedb9c3acff35c6aef4a933f9cef6facd6f2
2025-12-22T22:00:40.484138,TEXINFRA,,,Disclosure under SEBI Takeover Regulations,,"Jyotsna Poddar has Submitted to the Exchange a copy of Disclosure under Regulation 10 (5) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",8f9ecb9ad8de0a452c151de36ee4dd65a72777cdf6e8ca8e3a90469142fa7a3f
2025-12-22T22:00:40.484138,JTLIND,,,Disclosure under SEBI Takeover Regulations,,"Pranav Singla has submitted to the Exchange a copy of Disclosures under Regulation 10(6)-Report to stock Exchange in respect of any acquisition made in reliance upon exemption provided for in regulation 10 of SEBI (SAST) Regulations, 2011.",89fc1c03939d55f222242c981f213069545caecf16c64b179629eca62b35da0e
2025-12-22T22:00:40.484138,UNOMINDA,,,Acquisition,,UNO Minda Limited has informed the Exchange about completion of transaction,9bec26beca3d87077dd62ee43307c810e1904e0b23070a45002c6ba0fb76d048
2025-12-22T22:00:40.484138,SKFINDIA,,,Disclosure under SEBI Takeover Regulations,,"SKF Interim AB has Submitted to the Exchange a copy of Disclosure under Regulation 10 (5) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",25c8ac6ec0afa7644861b4c0acdbce61cd5fd5d9bdf4f677199358a82f95a2a3
2025-12-22T22:00:40.484138,ZUARIIND,,,Disclosure under SEBI Takeover Regulations,,"Jyotsna Poddari has Submitted to the Exchange a copy of Disclosure under Regulation 10 (5) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",aed90d6b581917c3cf64a0c212c091dd44ecfbdc2f6ffd07e57790a3bfb90b46
2025-12-24T04:08:59.891225,USHAMART,,,Sale or disposal,,USHAMART: Usha Martin Limited has informed the Exchange about the Closure of a Step Down Wholly Owned Subsidiary.,2e84b17f4d44f62701851de1cb21eb734578cd820bfccd832466b569c3abd5c4
2025-12-24T04:08:59.891225,MANGLMCEM,,,Disclosure under SEBI Takeover Regulations,,"Mangalam Cement Limited (on behalf of Vaishnavi Jalan & Avayaan Vikram Jalan) has submitted to the Exchange a copy of Disclosures under Regulation 10(6)-Report to stock Exchange in respect of any acquisition made in reliance upon exemption provided for in regulation 10 of SEBI (SAST) Regulations, 2011.",41bbb41f5303e409e6e5dd5f21223775681d31aa5a4c1cb31f14f5d51bae0463
2025-12-24T04:08:59.891225,NAUKRI,,,Acquisition,,"Info Edge (India) Limited has informed the Exchange about disclosure under Regulation 30 of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015",b91838478e9ade0c7859829675ac45f915cc14000797981129220966a1c37131
2025-12-24T20:11:45.304198,AJOONI,,,Disclosure under SEBI Takeover Regulations,,"Jasjot Singh and Parmjeet Kaur has Submitted to the Exchange a copy of Disclosure under Regulation 10 (5) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",e70d434f1e306cd6f8fb4891603993536ab4ef8f13dabef35b62f7850380dbbb
2025-12-26T00:49:48.246549,QPOWER,,,Acquisition,,Quality Power Electrical Equipments Limited has informed the Exchange about Acquisition,9926ecc1592a1c99899005b43caecbf2d029f65d345616a26ed688df50663978
2025-12-26T00:49:48.246549,RADIANTCMS,,,Rumour Verification - Regulation 30(11),,Radiant Cash Management Services Limited has informed the Exchange about Rumour Verification - Regulation 30(11),daa976674aa13629029ce6d2d8b126cf840aae712485328a2468c01b4a5ca600
2025-12-26T00:49:48.246549,CHEMCON,,,Acquisition,,Chemcon Speciality Chemicals Limited has informed the Exchange about Acquisition,ff66663bd0194e94948fbaefa7ba28d94bcd0a81aefb56645c823af479bc7792
2025-12-27T05:17:28.116355,EFCIL,,,Acquisition,,EFC (I) Limited has informed the Exchange about Acquisition.,36bd887f2c15f19c69a5f7c9d7295b8fb7e80bbf0bbad4faa5f45d2874f89ecf
2025-12-27T05:17:28.116355,GALLANTT,,,Disclosure under SEBI Takeover Regulations,,"Chandra Prakash Agrawal has submitted to the Exchange a copy of Disclosures under Regulation 10(6)-Report to stock Exchange in respect of any acquisition made in reliance upon exemption provided for in regulation 10 of SEBI (SAST) Regulations, 2011.",1382055bffec7262db3542e4647d341ada9e896124bcb2ede2cdeca84e6ce52f
2025-12-27T05:17:28.116355,GALLANTT,,,Disclosure under SEBI Takeover Regulations,,"Chandra Prakash Agrawal has submitted to the Exchange a copy of Disclosures under Regulation 10(6)-Report to stock Exchange in respect of any acquisition made in reliance upon exemption provided for in regulation 10 of SEBI (SAST) Regulations, 2011.",1382055bffec7262db3542e4647d341ada9e896124bcb2ede2cdeca84e6ce52f
2026-01-12T04:53:45.977373,MADHAV,,,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",,"Madhav Marbles and Granites Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",a2f5490c79cea7b5d5c9702825e21f9c031c72a0819cd9445a35dc7600524844
2026-01-12T04:53:45.977373,BUILDPRO,,,Disclosure under SEBI Takeover Regulations,,"Shankara Buildpro Limited has submitted to the Exchange a copy of Disclosures under Regulation 10(6)-Report to stock Exchange in respect of any acquisition made in reliance upon exemption provided for in regulation 10 of SEBI (SAST) Regulations, 2011.",aa65b4044240ea9d2e8a80a2a60a8552140b3a91dbba5c0f9458b6f55c5af2f9
2026-01-12T04:53:45.977373,BUILDPRO,,,Disclosure under SEBI Takeover Regulations,,"Shankara Buildpro Limited has submitted to  the Exchange a copy of Disclosure under Regulation 29(1) of SEBI (SAST) Regulations, 2011.",aa65b4044240ea9d2e8a80a2a60a8552140b3a91dbba5c0f9458b6f55c5af2f9
2026-01-12T04:53:45.978373,AARTECH,,,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",,"Aartech Solonics Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",d2b20af747a6366a7d7c6b4a85855546a624eb19a756d12957957018d1215dba
2026-01-12T04:53:45.981376,MBLINFRA,,,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",,"MBL Infrastructure Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",d36765cc53d63d45ae98f4fbe29d729b0c983bdfdba453aec9c0ddd4d8313a68
2026-01-12T04:53:45.981376,ALGOQUANT,,,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",,"Algoquant Fintech Limited has submitted Certificate under Regulation 74(5) of the SEBI (DP) Regulations, 2018 for the quarter ended December 31, 2025",1023580db85be07923e0ed528d1596fc6da2a57ec029b759650c78e25ccb84eb
2026-01-12T04:53:45.981376,GODREJPROP,,,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",,"Godrej Properties Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",8c0b0cf083739623fd5b129af0fdb1f2be28955e1d3f4dc91fa8f49f5f363be0
2026-01-12T04:53:45.983266,SUMICHEM,,,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",,"Sumitomo Chemical India Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",a0ab4450e7298896b5ca49eda539fc07dd3057f8e049db0dc69e55e2df80d7d6
2026-01-12T04:53:45.986404,CRISIL,,,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",,Please find enclosed certificate under SEBI (Depositories and Participants) Regulations 2018,c3874b7b9e59301306c2a160e43cf621b8c384831ed0fd055148506882239b72
2026-01-12T04:53:45.988413,HEXATRADEX,,,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",,"Hexa Tradex Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",8e8dc5e41ee9e0b07200bd43fb4e1430be7459b27d4b415ea62e0bb284edcbe4
2026-01-12T04:53:45.989405,AEGISLOG,,,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",,"Aegis Logistics Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",b26d1420b4733f76c1c122deea78dae0871a1729d628f4fc5bb3d79c522b8baa
2026-01-12T04:53:45.993403,LTIM,,,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",,"LTIMindtree Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",7a397e08505d28324c5f4db07ccce5da3b8ba2446999d67081afd537a3abc5df
2026-01-14T03:33:48.302540,SPCENET,,,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",,"Spacenet Enterprises India Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",3919697ef9e76b61e7e5ad063abb25dc9f985af33a80d3b698de40f9591bf378
2026-01-15T02:50:35.612292,SANWARIA,,,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",,"Sanwaria Consumer Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",89864387b779fb7df8e19d583f84a8d7a7eb3e1d4765df0c97a822e3d97709c8
2026-01-15T02:50:35.613291,ATCOM,,,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",,"Atcom Technologies Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",69bd178d87899814a831686f987b2684f420089243dadea044bc4c9a7aade940
2026-01-16T06:10:41.670509,MALUPAPER,,,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",,"Malu Paper Mills Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",ae23fc883f46ea98ba1566ec144ef8ce9707e8516168e735f313546fcde2402d
2026-01-16T06:10:41.670509,JETAIRWAYS,,,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",,"Jet Airways (India) Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",805f90e443d66be1a55707d9bbd9ac6e2d1125fa777605bb646aa65d989579ad
2026-01-16T06:10:41.670509,DAVANGERE,,,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",,"Davangere Sugar Company Limited has informed the Exchange about Certificate under Regulation 74(5) SEBI (Depositories and Participants) Regulations, 2018 for the quarter ended December 31, 2025.",a465f66e390348ac441a2aa593cb3c79b8b9da1dd134872b08ca4b5b10ea0c4d
2026-01-20T02:35:41.421278,ASIL,,,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",,"Amit Spinning Industries Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018 for the quarter ended on December 31, 2025",0709621648c01b3bf5ccd42eb4df777ee4e9b5c17f6449b72c8fcdd19c2991ed
2026-01-21T01:15:45.155969,ARCOTECH,,,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",,"Arcotech Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",5d2b99edddf1254494325569a35f980c7941513c835b4e8d528b6f52518f4d27
2026-01-21T01:15:45.155969,MANUGRAPH,,,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",,"Manugraph India Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",df9b8a21a10d80c90ae2c07b3117f144b364687225efc54da53746bd8e805f2d
2026-01-22T00:46:51.627502,UNIVAFOODS,,,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",,"Univa Foods Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",f865c336831098f31cf059c3c0fb14604a236617ca2bed9773add84f6ba996b1
2026-02-15T04:13:48.996484,HALDER,,,Acquisition,,Halder Venture Limited has informed the Exchange about Acquisition,1cec09de6640e531707c806fa22671d3e0a5237e78cb420eb5652b87fb57cf03
2026-05-11T22:41:46.918460,CLEANMAX,,,Sale or disposal,,Clean Max Enviro Energy Solutions Limited has informed the Exchange about Sale or disposal,8c76b2b00cd45c5083a0f5803169e4eab06af277a8cf2e757961cc674bfe6871
2026-05-11T22:41:46.918460,CLEANMAX,,,Acquisition,,Clean Max Enviro Energy Solutions Limited has informed the Exchange about Acquisition,8c76b2b00cd45c5083a0f5803169e4eab06af277a8cf2e757961cc674bfe6871
2026-05-11T22:41:46.929459,PNGSREVA,,,Disclosure under SEBI Takeover Regulations,,"Govind Vishwanath Gadgil has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",67259fd62daba1a7db01ec0f033c426c310345cefd6f7ca9dea12738aaf57ad0
2026-05-11T22:41:46.930460,AEPL,,,Disclosure under SEBI Takeover Regulations,,"Artemis Electricals and Projects Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",aeca498c50316b16426d5c960278bf59129147baa62143d5e1e37e9245532962
2026-05-11T22:41:46.935427,DCMSIL,,,Disclosure under SEBI Takeover Regulations,,"DCM Shriram International Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",f1756fe0d52de7282366bb46793bf1fa809199660afec73183f80857b2192462
